donor,event,method,cluster
a_006_NK.fcs,50586,k-means,2
a_006_NK.fcs,50815,k-means,0
a_006_NK.fcs,51214,k-means,3
a_006_NK.fcs,51391,k-means,2
a_006_NK.fcs,51600,k-means,2
a_006_NK.fcs,51667,k-means,2
a_006_NK.fcs,51692,k-means,0
a_006_NK.fcs,51749,k-means,2
a_006_NK.fcs,51882,k-means,2
a_006_NK.fcs,52083,k-means,2
a_006_NK.fcs,52153,k-means,1
a_006_NK.fcs,52283,k-means,0
a_006_NK.fcs,52323,k-means,0
a_006_NK.fcs,52409,k-means,2
a_006_NK.fcs,52424,k-means,0
a_006_NK.fcs,52556,k-means,2
a_006_NK.fcs,52596,k-means,0
a_006_NK.fcs,52642,k-means,1
a_006_NK.fcs,52678,k-means,2
a_006_NK.fcs,52701,k-means,2
a_006_NK.fcs,52769,k-means,3
a_006_NK.fcs,53094,k-means,1
a_006_NK.fcs,53156,k-means,2
a_006_NK.fcs,53196,k-means,2
a_006_NK.fcs,53319,k-means,2
a_006_NK.fcs,53365,k-means,0
a_006_NK.fcs,53398,k-means,2
a_006_NK.fcs,53414,k-means,1
a_006_NK.fcs,53484,k-means,3
a_006_NK.fcs,53539,k-means,2
a_006_NK.fcs,53546,k-means,2
a_006_NK.fcs,53657,k-means,0
a_006_NK.fcs,53719,k-means,0
a_006_NK.fcs,53754,k-means,1
a_006_NK.fcs,53943,k-means,1
a_006_NK.fcs,53966,k-means,0
a_006_NK.fcs,54044,k-means,3
a_006_NK.fcs,54053,k-means,1
a_006_NK.fcs,54116,k-means,0
a_006_NK.fcs,54299,k-means,2
a_006_NK.fcs,54399,k-means,1
a_006_NK.fcs,54430,k-means,1
a_006_NK.fcs,54462,k-means,0
a_006_NK.fcs,54492,k-means,2
a_006_NK.fcs,54540,k-means,2
a_006_NK.fcs,54553,k-means,2
a_006_NK.fcs,54667,k-means,0
a_006_NK.fcs,54753,k-means,2
a_006_NK.fcs,54756,k-means,3
a_006_NK.fcs,54804,k-means,1
a_006_NK.fcs,54826,k-means,2
a_006_NK.fcs,54858,k-means,2
a_006_NK.fcs,55008,k-means,2
a_006_NK.fcs,55144,k-means,0
a_006_NK.fcs,55428,k-means,3
a_006_NK.fcs,55453,k-means,0
a_006_NK.fcs,55536,k-means,2
a_006_NK.fcs,55614,k-means,2
a_006_NK.fcs,55631,k-means,2
a_006_NK.fcs,55951,k-means,0
a_006_NK.fcs,56107,k-means,0
a_006_NK.fcs,56142,k-means,2
a_006_NK.fcs,56156,k-means,1
a_006_NK.fcs,56252,k-means,0
a_006_NK.fcs,56377,k-means,3
a_006_NK.fcs,56391,k-means,0
a_006_NK.fcs,56598,k-means,1
a_006_NK.fcs,56627,k-means,3
a_006_NK.fcs,56705,k-means,1
a_006_NK.fcs,56813,k-means,0
a_006_NK.fcs,56849,k-means,2
a_006_NK.fcs,56901,k-means,2
a_006_NK.fcs,56915,k-means,1
a_006_NK.fcs,56945,k-means,2
a_006_NK.fcs,57071,k-means,2
a_006_NK.fcs,57073,k-means,2
a_006_NK.fcs,57252,k-means,0
a_006_NK.fcs,57321,k-means,1
a_006_NK.fcs,57362,k-means,2
a_006_NK.fcs,57445,k-means,2
a_006_NK.fcs,57588,k-means,2
a_006_NK.fcs,57686,k-means,0
a_006_NK.fcs,57802,k-means,1
a_006_NK.fcs,57886,k-means,2
a_006_NK.fcs,57981,k-means,3
a_006_NK.fcs,58013,k-means,1
a_006_NK.fcs,58095,k-means,2
a_006_NK.fcs,58096,k-means,0
a_006_NK.fcs,58129,k-means,0
a_006_NK.fcs,58132,k-means,1
a_006_NK.fcs,58177,k-means,2
a_006_NK.fcs,58241,k-means,0
a_006_NK.fcs,58249,k-means,3
a_006_NK.fcs,58312,k-means,2
a_006_NK.fcs,58408,k-means,2
a_006_NK.fcs,58446,k-means,0
a_006_NK.fcs,58496,k-means,0
a_006_NK.fcs,58513,k-means,2
a_006_NK.fcs,58688,k-means,1
a_006_NK.fcs,58843,k-means,0
a_006_NK.fcs,58852,k-means,0
a_006_NK.fcs,58909,k-means,1
a_006_NK.fcs,58912,k-means,1
a_006_NK.fcs,59056,k-means,2
a_006_NK.fcs,59057,k-means,2
a_006_NK.fcs,59187,k-means,0
a_006_NK.fcs,59323,k-means,0
a_006_NK.fcs,59460,k-means,2
a_006_NK.fcs,59731,k-means,1
a_006_NK.fcs,59733,k-means,0
a_006_NK.fcs,59764,k-means,2
a_006_NK.fcs,59808,k-means,1
a_006_NK.fcs,59913,k-means,2
a_006_NK.fcs,60082,k-means,2
a_006_NK.fcs,60278,k-means,0
a_006_NK.fcs,60284,k-means,0
a_006_NK.fcs,60384,k-means,0
a_006_NK.fcs,60452,k-means,0
a_006_NK.fcs,60979,k-means,2
a_006_NK.fcs,61226,k-means,1
a_006_NK.fcs,61246,k-means,2
a_006_NK.fcs,61283,k-means,0
a_006_NK.fcs,61303,k-means,2
a_006_NK.fcs,61481,k-means,0
a_006_NK.fcs,61543,k-means,0
a_006_NK.fcs,61679,k-means,0
a_006_NK.fcs,61789,k-means,2
a_006_NK.fcs,61821,k-means,1
a_006_NK.fcs,62047,k-means,0
a_006_NK.fcs,62180,k-means,1
a_006_NK.fcs,62235,k-means,1
a_006_NK.fcs,62384,k-means,2
a_006_NK.fcs,62536,k-means,3
a_006_NK.fcs,62552,k-means,3
a_006_NK.fcs,62566,k-means,1
a_006_NK.fcs,62594,k-means,0
a_006_NK.fcs,62695,k-means,0
a_006_NK.fcs,62735,k-means,2
a_006_NK.fcs,62997,k-means,0
a_006_NK.fcs,63063,k-means,1
a_006_NK.fcs,63307,k-means,1
a_006_NK.fcs,63618,k-means,0
a_006_NK.fcs,63740,k-means,2
a_006_NK.fcs,63802,k-means,0
a_006_NK.fcs,64012,k-means,2
a_006_NK.fcs,64064,k-means,0
a_006_NK.fcs,64509,k-means,0
a_006_NK.fcs,64648,k-means,0
a_006_NK.fcs,64649,k-means,2
a_006_NK.fcs,64712,k-means,2
a_006_NK.fcs,64823,k-means,1
a_006_NK.fcs,64943,k-means,2
a_006_NK.fcs,65108,k-means,2
a_006_NK.fcs,65111,k-means,0
a_006_NK.fcs,65152,k-means,2
a_006_NK.fcs,65195,k-means,2
a_006_NK.fcs,65392,k-means,2
a_006_NK.fcs,65555,k-means,2
a_006_NK.fcs,65562,k-means,2
a_006_NK.fcs,65582,k-means,2
a_006_NK.fcs,65813,k-means,2
a_006_NK.fcs,66114,k-means,3
a_006_NK.fcs,66162,k-means,1
a_006_NK.fcs,66193,k-means,1
a_006_NK.fcs,66337,k-means,1
a_006_NK.fcs,66351,k-means,0
a_006_NK.fcs,66355,k-means,2
a_006_NK.fcs,66464,k-means,2
a_006_NK.fcs,66468,k-means,0
a_006_NK.fcs,66508,k-means,3
a_006_NK.fcs,66561,k-means,2
a_006_NK.fcs,66572,k-means,2
a_006_NK.fcs,66579,k-means,0
a_006_NK.fcs,66600,k-means,2
a_006_NK.fcs,66639,k-means,0
a_006_NK.fcs,66641,k-means,0
a_006_NK.fcs,66729,k-means,3
a_006_NK.fcs,66846,k-means,2
a_006_NK.fcs,66974,k-means,1
a_006_NK.fcs,67018,k-means,0
a_006_NK.fcs,67174,k-means,2
a_006_NK.fcs,67218,k-means,2
a_006_NK.fcs,67265,k-means,1
a_006_NK.fcs,67275,k-means,2
a_006_NK.fcs,67280,k-means,1
a_006_NK.fcs,67347,k-means,3
a_006_NK.fcs,67404,k-means,2
a_006_NK.fcs,67454,k-means,2
a_006_NK.fcs,67546,k-means,0
a_006_NK.fcs,67621,k-means,2
a_006_NK.fcs,67649,k-means,1
a_006_NK.fcs,67739,k-means,2
a_006_NK.fcs,67803,k-means,1
a_006_NK.fcs,67948,k-means,1
a_006_NK.fcs,68028,k-means,2
a_006_NK.fcs,68122,k-means,2
a_006_NK.fcs,68216,k-means,0
a_006_NK.fcs,68219,k-means,0
a_006_NK.fcs,68316,k-means,0
a_006_NK.fcs,68362,k-means,1
a_006_NK.fcs,68364,k-means,3
a_006_NK.fcs,68395,k-means,1
a_006_NK.fcs,68434,k-means,2
a_006_NK.fcs,68478,k-means,2
a_006_NK.fcs,68530,k-means,0
a_006_NK.fcs,68535,k-means,1
a_006_NK.fcs,68698,k-means,0
a_006_NK.fcs,68728,k-means,1
a_006_NK.fcs,68798,k-means,2
a_006_NK.fcs,68807,k-means,2
a_006_NK.fcs,68960,k-means,2
a_006_NK.fcs,69069,k-means,3
a_006_NK.fcs,69268,k-means,0
a_006_NK.fcs,69611,k-means,2
a_006_NK.fcs,69648,k-means,2
a_006_NK.fcs,69662,k-means,2
a_006_NK.fcs,69741,k-means,0
a_006_NK.fcs,69749,k-means,2
a_006_NK.fcs,69921,k-means,2
a_006_NK.fcs,69968,k-means,2
a_006_NK.fcs,69979,k-means,2
a_006_NK.fcs,70004,k-means,0
a_006_NK.fcs,70211,k-means,2
a_006_NK.fcs,70305,k-means,3
a_006_NK.fcs,70374,k-means,2
a_006_NK.fcs,70386,k-means,1
a_006_NK.fcs,70421,k-means,2
a_006_NK.fcs,70631,k-means,2
a_006_NK.fcs,70795,k-means,0
a_006_NK.fcs,71206,k-means,0
a_006_NK.fcs,71279,k-means,2
a_006_NK.fcs,71468,k-means,0
a_006_NK.fcs,71558,k-means,2
a_006_NK.fcs,71655,k-means,0
a_006_NK.fcs,71664,k-means,3
a_006_NK.fcs,71939,k-means,2
a_006_NK.fcs,72031,k-means,2
a_006_NK.fcs,72230,k-means,0
a_006_NK.fcs,72503,k-means,3
a_006_NK.fcs,72573,k-means,2
a_006_NK.fcs,72608,k-means,0
a_006_NK.fcs,72852,k-means,2
a_006_NK.fcs,72888,k-means,2
a_006_NK.fcs,72953,k-means,0
a_006_NK.fcs,72970,k-means,1
a_006_NK.fcs,73039,k-means,0
a_006_NK.fcs,73105,k-means,1
a_006_NK.fcs,73441,k-means,3
a_006_NK.fcs,73512,k-means,0
a_006_NK.fcs,73548,k-means,2
a_006_NK.fcs,73553,k-means,1
a_006_NK.fcs,73623,k-means,2
a_006_NK.fcs,73655,k-means,0
a_006_NK.fcs,73706,k-means,2
a_006_NK.fcs,73819,k-means,0
a_006_NK.fcs,73915,k-means,1
a_006_NK.fcs,73944,k-means,0
a_006_NK.fcs,73953,k-means,1
a_006_NK.fcs,73962,k-means,2
a_006_NK.fcs,74072,k-means,0
a_006_NK.fcs,74111,k-means,0
a_006_NK.fcs,74209,k-means,2
a_006_NK.fcs,74376,k-means,3
a_006_NK.fcs,74389,k-means,2
a_006_NK.fcs,74447,k-means,2
a_006_NK.fcs,74480,k-means,1
a_006_NK.fcs,74572,k-means,0
a_006_NK.fcs,74620,k-means,0
a_006_NK.fcs,74637,k-means,2
a_006_NK.fcs,74660,k-means,2
a_006_NK.fcs,74715,k-means,0
a_006_NK.fcs,74757,k-means,1
a_006_NK.fcs,74813,k-means,1
a_006_NK.fcs,74858,k-means,0
a_006_NK.fcs,74868,k-means,2
a_006_NK.fcs,74920,k-means,0
a_006_NK.fcs,74966,k-means,1
a_006_NK.fcs,75115,k-means,1
a_006_NK.fcs,75310,k-means,3
a_006_NK.fcs,75499,k-means,1
a_006_NK.fcs,75793,k-means,2
a_006_NK.fcs,75918,k-means,2
a_006_NK.fcs,76170,k-means,0
a_006_NK.fcs,76216,k-means,3
a_006_NK.fcs,76358,k-means,2
a_006_NK.fcs,76372,k-means,2
a_006_NK.fcs,76414,k-means,1
a_006_NK.fcs,76506,k-means,0
a_006_NK.fcs,76547,k-means,2
a_006_NK.fcs,76670,k-means,2
a_006_NK.fcs,76798,k-means,3
a_006_NK.fcs,76943,k-means,3
a_006_NK.fcs,77054,k-means,2
a_006_NK.fcs,77193,k-means,2
a_006_NK.fcs,77351,k-means,0
a_006_NK.fcs,77480,k-means,1
a_006_NK.fcs,77498,k-means,2
a_006_NK.fcs,77507,k-means,2
a_006_NK.fcs,77596,k-means,2
a_006_NK.fcs,77807,k-means,3
a_006_NK.fcs,77953,k-means,3
a_006_NK.fcs,77983,k-means,0
a_006_NK.fcs,78137,k-means,0
a_006_NK.fcs,78230,k-means,2
a_006_NK.fcs,78334,k-means,2
a_006_NK.fcs,78351,k-means,1
a_006_NK.fcs,78383,k-means,2
a_006_NK.fcs,78442,k-means,2
a_006_NK.fcs,78466,k-means,2
a_006_NK.fcs,78539,k-means,2
a_006_NK.fcs,78765,k-means,2
a_006_NK.fcs,78844,k-means,1
a_006_NK.fcs,78861,k-means,1
a_006_NK.fcs,79294,k-means,2
a_006_NK.fcs,79362,k-means,2
a_006_NK.fcs,79436,k-means,1
a_006_NK.fcs,79589,k-means,1
a_006_NK.fcs,79643,k-means,0
a_006_NK.fcs,79707,k-means,2
a_006_NK.fcs,79756,k-means,2
a_006_NK.fcs,79857,k-means,0
a_006_NK.fcs,79929,k-means,1
a_006_NK.fcs,79956,k-means,0
a_006_NK.fcs,80057,k-means,1
a_006_NK.fcs,80070,k-means,2
