donor,event,method,cluster
a_3a_NK.fcs,170714,Leiden,1
a_3a_NK.fcs,171122,Leiden,2
a_3a_NK.fcs,171203,Leiden,0
a_3a_NK.fcs,171341,Leiden,1
a_3a_NK.fcs,171643,Leiden,0
a_3a_NK.fcs,171656,Leiden,1
a_3a_NK.fcs,171696,Leiden,17
a_3a_NK.fcs,171827,Leiden,7
a_3a_NK.fcs,171879,Leiden,17
a_3a_NK.fcs,171978,Leiden,1
a_3a_NK.fcs,172102,Leiden,17
a_3a_NK.fcs,172165,Leiden,1
a_3a_NK.fcs,172653,Leiden,7
a_3a_NK.fcs,173120,Leiden,2
a_3a_NK.fcs,173227,Leiden,1
a_3a_NK.fcs,173425,Leiden,0
a_3a_NK.fcs,173427,Leiden,0
a_3a_NK.fcs,173472,Leiden,2
a_3a_NK.fcs,173753,Leiden,3
a_3a_NK.fcs,173771,Leiden,1
a_3a_NK.fcs,173818,Leiden,0
a_3a_NK.fcs,173822,Leiden,1
a_3a_NK.fcs,174004,Leiden,0
a_3a_NK.fcs,174114,Leiden,2
a_3a_NK.fcs,174383,Leiden,4
a_3a_NK.fcs,174419,Leiden,14
a_3a_NK.fcs,174443,Leiden,3
a_3a_NK.fcs,174722,Leiden,0
a_3a_NK.fcs,174792,Leiden,3
a_3a_NK.fcs,174875,Leiden,1
a_3a_NK.fcs,175121,Leiden,1
a_3a_NK.fcs,175413,Leiden,0
a_3a_NK.fcs,175581,Leiden,1
a_3a_NK.fcs,175771,Leiden,3
a_3a_NK.fcs,175803,Leiden,4
a_3a_NK.fcs,175986,Leiden,4
a_3a_NK.fcs,176052,Leiden,2
a_3a_NK.fcs,176276,Leiden,2
a_3a_NK.fcs,177016,Leiden,1
a_3a_NK.fcs,177112,Leiden,2
a_3a_NK.fcs,177280,Leiden,0
a_3a_NK.fcs,177458,Leiden,6
a_3a_NK.fcs,177584,Leiden,1
a_3a_NK.fcs,177795,Leiden,4
a_3a_NK.fcs,177855,Leiden,1
a_3a_NK.fcs,177992,Leiden,2
a_3a_NK.fcs,178007,Leiden,0
a_3a_NK.fcs,178089,Leiden,1
a_3a_NK.fcs,178139,Leiden,9
a_3a_NK.fcs,178149,Leiden,0
a_3a_NK.fcs,178272,Leiden,3
a_3a_NK.fcs,178469,Leiden,2
a_3a_NK.fcs,178700,Leiden,2
a_3a_NK.fcs,178980,Leiden,10
a_3a_NK.fcs,179056,Leiden,3
a_3a_NK.fcs,179138,Leiden,0
a_3a_NK.fcs,179227,Leiden,0
a_3a_NK.fcs,179315,Leiden,2
a_3a_NK.fcs,179544,Leiden,1
a_3a_NK.fcs,179752,Leiden,6
a_3a_NK.fcs,179939,Leiden,4
a_3a_NK.fcs,180087,Leiden,2
a_3b_NK.fcs,149,Leiden,2
a_3b_NK.fcs,809,Leiden,4
a_3b_NK.fcs,846,Leiden,16
a_3b_NK.fcs,1145,Leiden,0
a_3b_NK.fcs,1678,Leiden,12
a_3b_NK.fcs,1881,Leiden,0
a_3b_NK.fcs,2070,Leiden,17
a_3b_NK.fcs,3083,Leiden,0
a_3b_NK.fcs,3120,Leiden,0
a_3b_NK.fcs,3221,Leiden,1
a_3b_NK.fcs,3324,Leiden,2
a_3b_NK.fcs,4086,Leiden,0
a_3b_NK.fcs,4211,Leiden,1
a_3b_NK.fcs,4438,Leiden,1
a_3b_NK.fcs,4530,Leiden,6
a_3b_NK.fcs,5045,Leiden,0
a_3b_NK.fcs,5282,Leiden,1
a_3b_NK.fcs,5839,Leiden,5
a_3b_NK.fcs,6808,Leiden,0
a_3b_NK.fcs,7333,Leiden,11
a_3b_NK.fcs,7363,Leiden,10
a_3b_NK.fcs,7593,Leiden,0
a_3b_NK.fcs,7596,Leiden,4
a_3b_NK.fcs,7734,Leiden,0
a_3b_NK.fcs,7800,Leiden,1
a_3b_NK.fcs,7893,Leiden,3
a_3b_NK.fcs,8231,Leiden,1
a_3b_NK.fcs,8387,Leiden,0
a_3b_NK.fcs,8426,Leiden,2
a_3b_NK.fcs,8486,Leiden,9
a_3b_NK.fcs,8509,Leiden,2
a_3b_NK.fcs,9189,Leiden,0
a_3b_NK.fcs,9344,Leiden,2
a_3b_NK.fcs,9368,Leiden,0
a_3b_NK.fcs,9505,Leiden,2
a_3b_NK.fcs,9992,Leiden,0
a_3b_NK.fcs,10626,Leiden,1
a_3b_NK.fcs,10910,Leiden,0
a_3b_NK.fcs,11078,Leiden,2
a_3b_NK.fcs,11336,Leiden,4
a_3b_NK.fcs,11362,Leiden,0
a_3b_NK.fcs,11660,Leiden,7
a_3b_NK.fcs,11731,Leiden,17
a_3b_NK.fcs,11992,Leiden,6
a_3b_NK.fcs,11993,Leiden,3
a_3b_NK.fcs,12000,Leiden,3
a_3b_NK.fcs,12031,Leiden,1
a_3b_NK.fcs,12128,Leiden,1
a_3b_NK.fcs,12488,Leiden,3
a_3b_NK.fcs,12573,Leiden,3
a_3b_NK.fcs,12641,Leiden,1
a_3b_NK.fcs,12806,Leiden,4
a_3b_NK.fcs,12875,Leiden,0
a_3b_NK.fcs,12891,Leiden,2
a_3b_NK.fcs,12978,Leiden,0
a_3b_NK.fcs,13091,Leiden,11
a_3b_NK.fcs,13207,Leiden,3
a_3b_NK.fcs,13409,Leiden,7
a_3b_NK.fcs,13429,Leiden,4
a_3b_NK.fcs,13515,Leiden,2
a_3b_NK.fcs,14122,Leiden,9
a_3b_NK.fcs,14218,Leiden,8
a_3b_NK.fcs,14349,Leiden,10
a_3b_NK.fcs,14482,Leiden,1
a_3b_NK.fcs,15125,Leiden,2
a_3b_NK.fcs,15327,Leiden,2
a_3b_NK.fcs,15752,Leiden,1
a_3b_NK.fcs,15774,Leiden,2
a_3b_NK.fcs,16280,Leiden,2
a_3b_NK.fcs,16500,Leiden,2
a_3b_NK.fcs,16859,Leiden,7
a_3b_NK.fcs,16992,Leiden,0
a_3b_NK.fcs,18056,Leiden,1
a_3b_NK.fcs,19099,Leiden,3
a_3b_NK.fcs,19236,Leiden,0
a_3b_NK.fcs,19488,Leiden,2
a_3b_NK.fcs,19516,Leiden,0
a_3b_NK.fcs,19539,Leiden,1
a_3b_NK.fcs,19569,Leiden,0
a_3b_NK.fcs,19862,Leiden,0
a_3b_NK.fcs,20199,Leiden,4
a_3b_NK.fcs,20320,Leiden,1
a_3b_NK.fcs,20594,Leiden,2
a_3b_NK.fcs,20757,Leiden,6
a_3b_NK.fcs,20784,Leiden,4
a_3b_NK.fcs,20812,Leiden,2
a_3b_NK.fcs,21008,Leiden,0
a_3b_NK.fcs,21018,Leiden,1
a_3b_NK.fcs,21203,Leiden,13
a_3b_NK.fcs,21639,Leiden,2
a_3b_NK.fcs,21797,Leiden,11
a_3b_NK.fcs,21849,Leiden,3
a_3b_NK.fcs,22088,Leiden,0
a_3b_NK.fcs,22172,Leiden,0
a_3b_NK.fcs,22264,Leiden,1
a_3b_NK.fcs,22268,Leiden,1
a_3b_NK.fcs,22432,Leiden,2
a_3b_NK.fcs,22506,Leiden,4
a_3b_NK.fcs,22892,Leiden,0
a_3b_NK.fcs,22988,Leiden,4
a_3b_NK.fcs,23064,Leiden,17
a_3b_NK.fcs,23409,Leiden,8
a_3b_NK.fcs,23411,Leiden,1
a_3b_NK.fcs,23537,Leiden,3
a_3b_NK.fcs,23648,Leiden,6
a_3b_NK.fcs,23710,Leiden,2
a_3b_NK.fcs,23795,Leiden,10
a_3b_NK.fcs,23933,Leiden,9
a_3b_NK.fcs,24427,Leiden,12
a_3b_NK.fcs,24477,Leiden,2
a_3b_NK.fcs,24552,Leiden,10
a_3b_NK.fcs,24599,Leiden,10
a_3b_NK.fcs,24844,Leiden,3
a_3b_NK.fcs,24880,Leiden,14
a_3b_NK.fcs,24885,Leiden,16
a_3b_NK.fcs,25378,Leiden,5
a_3b_NK.fcs,25531,Leiden,0
a_3b_NK.fcs,25600,Leiden,13
a_3b_NK.fcs,25627,Leiden,4
a_3b_NK.fcs,25974,Leiden,0
a_3b_NK.fcs,26569,Leiden,0
a_3b_NK.fcs,26761,Leiden,10
a_3b_NK.fcs,26809,Leiden,8
a_3b_NK.fcs,26878,Leiden,2
a_3b_NK.fcs,27133,Leiden,0
a_3b_NK.fcs,27286,Leiden,2
a_3b_NK.fcs,27688,Leiden,8
a_3b_NK.fcs,27714,Leiden,17
a_3b_NK.fcs,28469,Leiden,11
a_3b_NK.fcs,29093,Leiden,4
a_3b_NK.fcs,29352,Leiden,2
a_3b_NK.fcs,30122,Leiden,11
a_3b_NK.fcs,30319,Leiden,3
a_3b_NK.fcs,30350,Leiden,1
a_3b_NK.fcs,30451,Leiden,0
a_3b_NK.fcs,31302,Leiden,0
a_3b_NK.fcs,31306,Leiden,3
a_3b_NK.fcs,31531,Leiden,2
a_3b_NK.fcs,31586,Leiden,15
a_3b_NK.fcs,31629,Leiden,10
a_3b_NK.fcs,31670,Leiden,0
a_3b_NK.fcs,31769,Leiden,8
a_3b_NK.fcs,32491,Leiden,8
a_3b_NK.fcs,33014,Leiden,4
a_3b_NK.fcs,33038,Leiden,3
a_3b_NK.fcs,33164,Leiden,2
a_3b_NK.fcs,33211,Leiden,2
a_3b_NK.fcs,33377,Leiden,13
a_3b_NK.fcs,33667,Leiden,4
a_3b_NK.fcs,33923,Leiden,1
a_3b_NK.fcs,34147,Leiden,0
a_3b_NK.fcs,34212,Leiden,1
a_3b_NK.fcs,34626,Leiden,3
a_3b_NK.fcs,34676,Leiden,0
a_3b_NK.fcs,34860,Leiden,4
a_3b_NK.fcs,35004,Leiden,1
a_3b_NK.fcs,35675,Leiden,10
a_3b_NK.fcs,35721,Leiden,1
a_3b_NK.fcs,35799,Leiden,3
a_3b_NK.fcs,36005,Leiden,1
a_3b_NK.fcs,36105,Leiden,17
a_3b_NK.fcs,36154,Leiden,1
a_3b_NK.fcs,36685,Leiden,10
a_3b_NK.fcs,36729,Leiden,0
a_3b_NK.fcs,36837,Leiden,2
a_3b_NK.fcs,36851,Leiden,2
a_3b_NK.fcs,37003,Leiden,4
a_3b_NK.fcs,37530,Leiden,2
a_3b_NK.fcs,37610,Leiden,10
a_3b_NK.fcs,37825,Leiden,0
a_3b_NK.fcs,38074,Leiden,1
a_3b_NK.fcs,38079,Leiden,8
a_3b_NK.fcs,38129,Leiden,0
a_3b_NK.fcs,38396,Leiden,11
a_3b_NK.fcs,38439,Leiden,4
a_3b_NK.fcs,39028,Leiden,2
a_3b_NK.fcs,39462,Leiden,4
a_3b_NK.fcs,39599,Leiden,4
a_3b_NK.fcs,39780,Leiden,0
a_3b_NK.fcs,39817,Leiden,2
a_3b_NK.fcs,39836,Leiden,4
a_3b_NK.fcs,39976,Leiden,1
a_3b_NK.fcs,40253,Leiden,1
a_3b_NK.fcs,40741,Leiden,4
a_3b_NK.fcs,41006,Leiden,7
a_3b_NK.fcs,41881,Leiden,4
a_3b_NK.fcs,41926,Leiden,1
a_3b_NK.fcs,42064,Leiden,0
a_3b_NK.fcs,42175,Leiden,10
a_3b_NK.fcs,42216,Leiden,8
a_3b_NK.fcs,42434,Leiden,2
a_3b_NK.fcs,42460,Leiden,2
a_3b_NK.fcs,42511,Leiden,1
a_3b_NK.fcs,42731,Leiden,1
a_3b_NK.fcs,42966,Leiden,7
a_3b_NK.fcs,43314,Leiden,2
a_3b_NK.fcs,43437,Leiden,8
a_3b_NK.fcs,43822,Leiden,11
a_3b_NK.fcs,43861,Leiden,0
a_3b_NK.fcs,43907,Leiden,0
a_3b_NK.fcs,44300,Leiden,0
a_3b_NK.fcs,44330,Leiden,0
a_3b_NK.fcs,44513,Leiden,1
a_3b_NK.fcs,44653,Leiden,0
a_3b_NK.fcs,45169,Leiden,8
a_3b_NK.fcs,45255,Leiden,1
a_3b_NK.fcs,45314,Leiden,0
a_3b_NK.fcs,45323,Leiden,1
a_3b_NK.fcs,45454,Leiden,1
a_3b_NK.fcs,45458,Leiden,0
a_3b_NK.fcs,45911,Leiden,10
a_3b_NK.fcs,45919,Leiden,0
a_3b_NK.fcs,46288,Leiden,1
a_3b_NK.fcs,46291,Leiden,10
a_3b_NK.fcs,46397,Leiden,7
a_3b_NK.fcs,46560,Leiden,3
a_3b_NK.fcs,46564,Leiden,0
a_3b_NK.fcs,47017,Leiden,10
a_3b_NK.fcs,47150,Leiden,6
a_3b_NK.fcs,47398,Leiden,6
a_3b_NK.fcs,47421,Leiden,9
a_3b_NK.fcs,47808,Leiden,4
a_3b_NK.fcs,48022,Leiden,3
a_3b_NK.fcs,48075,Leiden,1
a_3b_NK.fcs,48254,Leiden,1
a_3b_NK.fcs,48313,Leiden,1
a_3b_NK.fcs,48350,Leiden,2
a_3b_NK.fcs,48465,Leiden,1
a_3b_NK.fcs,48494,Leiden,0
a_3b_NK.fcs,48616,Leiden,1
a_3b_NK.fcs,48721,Leiden,3
a_3b_NK.fcs,48869,Leiden,3
a_3b_NK.fcs,49693,Leiden,4
a_3b_NK.fcs,49950,Leiden,2
a_3b_NK.fcs,49970,Leiden,4
a_3b_NK.fcs,50153,Leiden,0
a_3b_NK.fcs,50596,Leiden,10
a_3b_NK.fcs,50686,Leiden,2
a_3b_NK.fcs,50928,Leiden,0
a_3b_NK.fcs,51213,Leiden,0
a_3b_NK.fcs,51248,Leiden,4
a_3b_NK.fcs,51372,Leiden,2
a_3b_NK.fcs,51686,Leiden,7
a_3b_NK.fcs,51696,Leiden,1
a_3b_NK.fcs,52001,Leiden,11
a_3b_NK.fcs,52137,Leiden,2
a_3b_NK.fcs,52143,Leiden,7
a_3b_NK.fcs,52194,Leiden,7
a_3b_NK.fcs,52323,Leiden,14
a_3b_NK.fcs,52568,Leiden,1
a_3b_NK.fcs,53011,Leiden,1
a_3b_NK.fcs,53123,Leiden,1
a_3b_NK.fcs,53365,Leiden,0
a_3b_NK.fcs,53517,Leiden,0
a_3b_NK.fcs,53819,Leiden,0
a_3b_NK.fcs,53935,Leiden,1
a_3b_NK.fcs,53954,Leiden,17
a_3b_NK.fcs,53968,Leiden,8
a_3b_NK.fcs,54081,Leiden,0
a_3b_NK.fcs,54839,Leiden,0
a_3b_NK.fcs,54883,Leiden,4
a_3b_NK.fcs,55371,Leiden,2
a_3b_NK.fcs,56224,Leiden,0
a_3b_NK.fcs,56399,Leiden,4
a_3b_NK.fcs,56491,Leiden,6
a_3b_NK.fcs,56770,Leiden,4
a_3b_NK.fcs,57290,Leiden,1
a_3b_NK.fcs,57373,Leiden,1
a_3b_NK.fcs,57424,Leiden,11
a_3b_NK.fcs,57466,Leiden,1
a_3b_NK.fcs,57490,Leiden,1
a_3b_NK.fcs,57532,Leiden,13
a_3b_NK.fcs,57619,Leiden,15
a_3b_NK.fcs,57808,Leiden,17
a_3b_NK.fcs,57955,Leiden,3
a_3b_NK.fcs,58035,Leiden,0
a_3b_NK.fcs,58333,Leiden,1
a_3b_NK.fcs,58548,Leiden,2
a_3b_NK.fcs,58638,Leiden,17
a_3b_NK.fcs,58930,Leiden,1
a_3b_NK.fcs,59283,Leiden,2
a_3b_NK.fcs,59301,Leiden,3
a_3b_NK.fcs,59312,Leiden,17
a_3b_NK.fcs,59397,Leiden,0
a_3b_NK.fcs,59520,Leiden,2
a_3b_NK.fcs,59555,Leiden,0
a_3b_NK.fcs,59568,Leiden,3
a_3b_NK.fcs,59651,Leiden,1
a_3b_NK.fcs,59713,Leiden,0
a_3b_NK.fcs,59755,Leiden,11
a_3b_NK.fcs,59873,Leiden,10
a_3b_NK.fcs,60206,Leiden,4
a_3b_NK.fcs,60603,Leiden,1
a_3b_NK.fcs,61241,Leiden,4
a_3b_NK.fcs,61455,Leiden,0
a_3b_NK.fcs,61598,Leiden,8
a_3b_NK.fcs,61636,Leiden,0
a_3b_NK.fcs,62263,Leiden,2
a_3b_NK.fcs,62335,Leiden,2
a_3b_NK.fcs,62429,Leiden,9
a_3b_NK.fcs,62624,Leiden,7
a_3b_NK.fcs,62801,Leiden,2
a_3b_NK.fcs,63143,Leiden,2
a_3b_NK.fcs,63146,Leiden,10
a_3b_NK.fcs,63172,Leiden,2
a_3b_NK.fcs,63346,Leiden,2
a_3b_NK.fcs,63617,Leiden,3
a_3b_NK.fcs,64110,Leiden,0
a_3b_NK.fcs,64127,Leiden,0
a_3b_NK.fcs,64321,Leiden,2
a_3b_NK.fcs,64518,Leiden,1
a_3b_NK.fcs,64844,Leiden,0
a_3b_NK.fcs,65026,Leiden,2
a_3b_NK.fcs,65146,Leiden,6
a_3b_NK.fcs,65225,Leiden,15
a_3b_NK.fcs,65413,Leiden,0
a_3b_NK.fcs,65506,Leiden,0
a_3b_NK.fcs,65688,Leiden,2
a_3b_NK.fcs,65704,Leiden,2
a_3b_NK.fcs,65910,Leiden,1
a_3b_NK.fcs,66093,Leiden,4
a_3b_NK.fcs,66108,Leiden,3
a_3b_NK.fcs,66279,Leiden,1
a_3b_NK.fcs,66547,Leiden,10
a_3b_NK.fcs,66631,Leiden,4
a_3b_NK.fcs,67077,Leiden,2
a_3b_NK.fcs,67158,Leiden,14
a_3b_NK.fcs,67268,Leiden,1
a_3b_NK.fcs,67405,Leiden,1
a_3b_NK.fcs,67427,Leiden,10
a_3b_NK.fcs,67714,Leiden,7
a_3b_NK.fcs,67765,Leiden,2
a_3b_NK.fcs,67794,Leiden,2
a_3b_NK.fcs,68088,Leiden,1
a_3b_NK.fcs,68139,Leiden,2
a_3b_NK.fcs,68612,Leiden,7
a_3b_NK.fcs,68799,Leiden,0
a_3b_NK.fcs,68865,Leiden,2
a_3b_NK.fcs,68960,Leiden,2
a_3b_NK.fcs,69166,Leiden,4
a_3b_NK.fcs,69183,Leiden,13
a_3b_NK.fcs,69407,Leiden,0
a_3b_NK.fcs,69479,Leiden,0
a_3b_NK.fcs,69696,Leiden,2
a_3b_NK.fcs,70186,Leiden,6
a_3b_NK.fcs,70400,Leiden,0
a_3b_NK.fcs,70465,Leiden,6
a_3b_NK.fcs,70717,Leiden,4
a_3b_NK.fcs,70779,Leiden,2
a_3b_NK.fcs,70808,Leiden,4
a_3b_NK.fcs,70841,Leiden,0
a_3b_NK.fcs,70920,Leiden,1
a_3b_NK.fcs,71087,Leiden,1
a_3b_NK.fcs,71191,Leiden,15
a_3b_NK.fcs,71205,Leiden,0
a_3b_NK.fcs,71369,Leiden,0
a_3b_NK.fcs,71423,Leiden,1
a_3b_NK.fcs,71556,Leiden,1
a_3b_NK.fcs,71565,Leiden,2
a_3b_NK.fcs,72182,Leiden,8
a_3b_NK.fcs,72326,Leiden,2
a_3b_NK.fcs,73055,Leiden,1
a_3b_NK.fcs,74315,Leiden,4
a_3b_NK.fcs,74540,Leiden,0
a_3b_NK.fcs,74793,Leiden,3
a_3b_NK.fcs,74898,Leiden,0
a_3b_NK.fcs,74951,Leiden,2
a_3b_NK.fcs,74955,Leiden,11
a_3b_NK.fcs,75325,Leiden,3
a_3b_NK.fcs,75632,Leiden,0
a_3b_NK.fcs,75682,Leiden,4
a_3b_NK.fcs,75770,Leiden,4
a_3b_NK.fcs,75792,Leiden,1
a_3b_NK.fcs,75850,Leiden,4
a_3b_NK.fcs,76259,Leiden,0
a_3b_NK.fcs,76402,Leiden,4
a_3b_NK.fcs,76465,Leiden,4
a_3b_NK.fcs,76578,Leiden,0
a_3b_NK.fcs,77282,Leiden,0
a_3b_NK.fcs,77456,Leiden,13
a_3b_NK.fcs,77634,Leiden,10
a_3b_NK.fcs,77962,Leiden,0
a_3b_NK.fcs,78017,Leiden,2
a_3b_NK.fcs,78137,Leiden,8
a_3b_NK.fcs,78277,Leiden,1
a_3b_NK.fcs,78514,Leiden,0
a_3b_NK.fcs,78833,Leiden,1
a_3b_NK.fcs,78901,Leiden,10
a_3b_NK.fcs,78909,Leiden,4
a_3b_NK.fcs,79157,Leiden,1
a_3b_NK.fcs,79181,Leiden,11
a_3b_NK.fcs,79267,Leiden,2
a_3b_NK.fcs,79935,Leiden,17
a_3b_NK.fcs,80109,Leiden,1
a_3b_NK.fcs,80523,Leiden,0
a_3b_NK.fcs,80717,Leiden,11
a_3b_NK.fcs,81218,Leiden,0
a_3b_NK.fcs,82020,Leiden,2
a_3b_NK.fcs,82456,Leiden,2
a_3b_NK.fcs,82617,Leiden,4
a_3b_NK.fcs,82945,Leiden,1
a_3b_NK.fcs,83232,Leiden,0
a_3b_NK.fcs,83445,Leiden,0
a_3b_NK.fcs,83547,Leiden,2
a_3b_NK.fcs,84194,Leiden,2
a_3b_NK.fcs,84274,Leiden,2
a_3b_NK.fcs,84496,Leiden,13
a_3b_NK.fcs,84816,Leiden,13
a_3b_NK.fcs,85062,Leiden,1
a_3b_NK.fcs,85221,Leiden,1
a_3b_NK.fcs,85404,Leiden,1
a_3b_NK.fcs,85426,Leiden,3
a_3b_NK.fcs,85741,Leiden,11
a_3b_NK.fcs,86243,Leiden,2
a_3b_NK.fcs,86310,Leiden,1
a_3b_NK.fcs,86553,Leiden,1
a_3b_NK.fcs,86733,Leiden,0
a_3b_NK.fcs,87024,Leiden,2
a_3b_NK.fcs,87634,Leiden,2
a_3b_NK.fcs,87940,Leiden,14
a_3b_NK.fcs,88268,Leiden,1
a_3b_NK.fcs,89026,Leiden,0
a_3b_NK.fcs,89215,Leiden,11
a_3b_NK.fcs,89554,Leiden,0
a_3b_NK.fcs,89871,Leiden,11
a_3b_NK.fcs,89941,Leiden,8
a_3b_NK.fcs,90341,Leiden,4
a_3b_NK.fcs,90494,Leiden,1
a_3b_NK.fcs,90860,Leiden,10
a_3b_NK.fcs,91640,Leiden,0
a_3b_NK.fcs,91780,Leiden,14
a_3b_NK.fcs,92026,Leiden,0
a_3b_NK.fcs,92291,Leiden,0
a_3b_NK.fcs,92331,Leiden,0
a_3b_NK.fcs,92755,Leiden,0
a_3b_NK.fcs,92907,Leiden,1
a_3b_NK.fcs,92970,Leiden,7
a_3b_NK.fcs,92984,Leiden,2
a_3b_NK.fcs,93164,Leiden,0
a_3b_NK.fcs,93175,Leiden,3
a_3b_NK.fcs,93284,Leiden,2
a_3b_NK.fcs,93534,Leiden,2
a_3b_NK.fcs,93933,Leiden,2
a_3b_NK.fcs,93965,Leiden,1
a_3b_NK.fcs,94169,Leiden,15
a_3b_NK.fcs,94914,Leiden,1
a_3b_NK.fcs,95238,Leiden,7
a_3b_NK.fcs,95245,Leiden,1
a_3b_NK.fcs,95329,Leiden,0
a_3b_NK.fcs,97041,Leiden,4
a_3b_NK.fcs,97108,Leiden,0
a_3b_NK.fcs,97335,Leiden,1
a_3b_NK.fcs,97631,Leiden,4
a_3b_NK.fcs,97788,Leiden,13
a_3b_NK.fcs,97871,Leiden,5
a_3b_NK.fcs,98405,Leiden,1
a_3b_NK.fcs,99128,Leiden,3
a_3b_NK.fcs,99198,Leiden,17
a_3b_NK.fcs,99440,Leiden,13
a_3b_NK.fcs,99769,Leiden,0
a_3b_NK.fcs,99819,Leiden,3
a_3b_NK.fcs,100005,Leiden,8
a_3b_NK.fcs,100186,Leiden,1
a_3b_NK.fcs,100243,Leiden,0
a_3b_NK.fcs,100439,Leiden,10
a_3b_NK.fcs,100575,Leiden,13
a_3b_NK.fcs,101165,Leiden,0
a_3b_NK.fcs,101195,Leiden,1
a_3b_NK.fcs,101542,Leiden,0
a_3b_NK.fcs,101680,Leiden,0
a_3b_NK.fcs,101686,Leiden,0
a_3b_NK.fcs,101692,Leiden,2
a_3b_NK.fcs,101772,Leiden,2
a_3b_NK.fcs,101879,Leiden,0
a_3b_NK.fcs,102032,Leiden,4
a_3b_NK.fcs,102166,Leiden,0
a_3b_NK.fcs,102220,Leiden,11
a_3b_NK.fcs,102238,Leiden,0
a_3b_NK.fcs,102830,Leiden,0
a_3b_NK.fcs,102887,Leiden,1
a_3b_NK.fcs,103141,Leiden,17
a_3b_NK.fcs,103299,Leiden,0
a_3b_NK.fcs,103377,Leiden,10
a_3b_NK.fcs,103779,Leiden,4
a_3b_NK.fcs,104006,Leiden,11
a_3b_NK.fcs,104066,Leiden,2
a_3b_NK.fcs,104383,Leiden,1
a_3b_NK.fcs,104544,Leiden,12
a_3b_NK.fcs,105201,Leiden,13
a_3b_NK.fcs,105725,Leiden,1
a_3b_NK.fcs,106058,Leiden,7
a_3b_NK.fcs,106166,Leiden,4
a_3b_NK.fcs,106429,Leiden,4
a_3b_NK.fcs,106588,Leiden,2
a_3b_NK.fcs,106593,Leiden,3
a_3b_NK.fcs,106637,Leiden,4
a_3b_NK.fcs,107158,Leiden,4
a_3b_NK.fcs,107460,Leiden,2
a_3b_NK.fcs,107556,Leiden,0
a_3b_NK.fcs,107696,Leiden,1
a_3b_NK.fcs,107968,Leiden,8
a_3b_NK.fcs,108070,Leiden,4
a_3b_NK.fcs,108128,Leiden,1
a_3b_NK.fcs,108272,Leiden,1
a_3b_NK.fcs,108291,Leiden,2
a_3b_NK.fcs,108298,Leiden,0
a_3b_NK.fcs,108555,Leiden,2
a_3b_NK.fcs,108753,Leiden,14
a_3b_NK.fcs,109331,Leiden,14
a_3b_NK.fcs,109400,Leiden,7
a_3b_NK.fcs,109585,Leiden,0
a_3b_NK.fcs,109660,Leiden,0
a_3b_NK.fcs,109819,Leiden,0
a_3b_NK.fcs,110172,Leiden,0
a_3b_NK.fcs,110365,Leiden,1
a_3b_NK.fcs,110700,Leiden,2
a_3b_NK.fcs,110855,Leiden,8
a_3b_NK.fcs,111591,Leiden,9
a_3b_NK.fcs,111694,Leiden,2
a_3b_NK.fcs,111770,Leiden,1
a_3b_NK.fcs,111788,Leiden,2
a_3b_NK.fcs,111906,Leiden,4
a_3b_NK.fcs,112289,Leiden,3
a_3b_NK.fcs,112672,Leiden,12
a_3b_NK.fcs,112767,Leiden,3
a_3b_NK.fcs,112851,Leiden,6
a_3b_NK.fcs,112919,Leiden,0
a_3b_NK.fcs,113333,Leiden,0
a_3b_NK.fcs,113613,Leiden,7
a_3b_NK.fcs,113967,Leiden,4
a_3b_NK.fcs,114340,Leiden,1
a_3b_NK.fcs,114495,Leiden,10
a_3b_NK.fcs,114715,Leiden,2
a_3b_NK.fcs,115140,Leiden,2
a_3b_NK.fcs,115344,Leiden,4
a_3b_NK.fcs,115986,Leiden,0
a_3b_NK.fcs,117139,Leiden,5
a_3b_NK.fcs,117275,Leiden,0
a_3b_NK.fcs,117463,Leiden,4
a_3b_NK.fcs,117528,Leiden,0
a_3b_NK.fcs,117556,Leiden,4
a_3b_NK.fcs,117969,Leiden,0
a_3b_NK.fcs,118185,Leiden,9
a_3b_NK.fcs,118221,Leiden,2
a_3b_NK.fcs,118258,Leiden,6
a_3b_NK.fcs,118768,Leiden,7
a_3b_NK.fcs,119166,Leiden,4
a_3b_NK.fcs,120020,Leiden,4
a_3b_NK.fcs,120217,Leiden,0
a_3b_NK.fcs,120249,Leiden,0
a_3b_NK.fcs,120647,Leiden,0
a_3b_NK.fcs,120713,Leiden,2
a_3b_NK.fcs,121040,Leiden,8
a_3b_NK.fcs,121302,Leiden,2
a_3b_NK.fcs,121329,Leiden,9
a_3b_NK.fcs,121490,Leiden,7
a_3b_NK.fcs,121513,Leiden,4
a_3b_NK.fcs,121594,Leiden,1
a_3b_NK.fcs,121624,Leiden,2
a_3b_NK.fcs,121758,Leiden,3
a_3b_NK.fcs,121813,Leiden,6
a_3b_NK.fcs,121870,Leiden,2
a_3b_NK.fcs,122217,Leiden,1
a_3b_NK.fcs,122307,Leiden,1
a_3b_NK.fcs,122372,Leiden,4
a_3b_NK.fcs,122393,Leiden,1
a_3b_NK.fcs,122711,Leiden,2
a_3b_NK.fcs,122811,Leiden,7
a_3b_NK.fcs,123061,Leiden,10
a_3b_NK.fcs,123146,Leiden,10
a_3b_NK.fcs,123708,Leiden,4
a_3b_NK.fcs,123809,Leiden,1
a_3b_NK.fcs,124046,Leiden,2
a_3b_NK.fcs,124173,Leiden,4
